#ID           G   (iP1-zP1)   (gP1-rP1)   e_G   e_(iP1-zP1)   e_(gP1-rP1)   M_ini   M_act  logL/Lo  logTe  logG  mbol
156     17.8259 0.3530  0.8705  0.0027  0.0064  0.0127  1.8187   1.8186   0.9568   3.8846   4.2315   2.3776  
157     17.6256 0.3559  0.8467  0.0025  0.0061  0.0113  1.9104   1.9104   1.0475   3.9023   4.2328   2.1513  
158     17.5240 0.3392  0.7998  0.0025  0.0059  0.0106  1.9563   1.9563   1.0914   3.9107   4.2328   2.0419  
159     17.5714 0.3405  0.8103  0.0025  0.0060  0.0109  1.9334   1.9334   1.0697   3.9066   4.2328   2.0963  
160     17.4790 0.3420  0.7964  0.0024  0.0059  0.0103  1.9793   1.9793   1.1128   3.9148   4.2327   1.9882  
161     17.2199 0.3287  0.7285  0.0023  0.0056  0.0089  2.1170   2.1169   1.2354   3.9381   4.2327   1.6811  
162     17.2583 0.3279  0.7336  0.0023  0.0056  0.0091  2.0940   2.0940   1.2159   3.9344   4.2326   1.7298  
163     17.3820 0.3221  0.7463  0.0024  0.0058  0.0098  2.0252   2.0252   1.1548   3.9227   4.2324   1.8827  
164     17.0636 0.3195  0.6903  0.0022  0.0054  0.0081  2.2096   2.2096   1.3132   3.9525   4.2310   1.4867  
165     17.1373 0.3146  0.6942  0.0023  0.0055  0.0085  2.1628   2.1628   1.2742   3.9454   4.2322   1.5842  
166     17.1791 0.3236  0.7140  0.0023  0.0055  0.0087  2.1399   2.1399   1.2549   3.9419   4.2328   1.6325  
167     17.0646 0.3220  0.6940  0.0022  0.0054  0.0081  2.2096   2.2096   1.3132   3.9525   4.2310   1.4867  
168     16.9890 0.3165  0.6743  0.0022  0.0053  0.0077  2.2577   2.2577   1.3524   3.9597   4.2300   1.3890  
169     17.0251 0.3178  0.6817  0.0022  0.0054  0.0079  2.2340   2.2340   1.3332   3.9561   4.2305   1.4366  
170     16.9166 0.3203  0.6687  0.0022  0.0053  0.0074  2.3098   2.3098   1.3932   3.9672   4.2290   1.2874  
171     16.7895 0.3149  0.6465  0.0022  0.0052  0.0068  2.4035   2.4035   1.4643   3.9802   4.2273   1.1091  
172     16.6820 0.3052  0.6223  0.0021  0.0051  0.0064  2.4911   2.4911   1.5262   3.9915   4.2258   0.9545  
173     16.7881 0.3116  0.6420  0.0022  0.0052  0.0068  2.4035   2.4035   1.4643   3.9802   4.2273   1.1091  
174     16.5739 0.2940  0.5976  0.0021  0.0050  0.0060  2.5787   2.5787   1.5882   4.0027   4.2242   0.7998  
175     16.5810 0.3110  0.6179  0.0021  0.0050  0.0060  2.5787   2.5787   1.5882   4.0027   4.2242   0.7998  
176     16.4787 0.2949  0.5937  0.0021  0.0050  0.0056  2.6662   2.6662   1.6465   4.0129   4.2210   0.6537  
177     16.4820 0.3028  0.6027  0.0021  0.0050  0.0056  2.6662   2.6662   1.6465   4.0129   4.2210   0.6537  
178     16.3872 0.3034  0.5981  0.0021  0.0049  0.0053  2.7538   2.7538   1.7046   4.0231   4.2176   0.5082  
179     16.3895 0.3088  0.6039  0.0021  0.0049  0.0053  2.7538   2.7538   1.7046   4.0231   4.2176   0.5082  
180     16.2921 0.3052  0.5952  0.0020  0.0049  0.0050  2.8446   2.8445   1.7622   4.0329   4.2134   0.3645  
181     16.1886 0.2876  0.5734  0.0020  0.0048  0.0047  2.9364   2.9363   1.8195   4.0426   4.2088   0.2213  
182     16.0053 0.2808  0.5626  0.0020  0.0047  0.0041  3.1199   3.1199   1.9282   4.0607   4.1988   -0.0507 
183     16.0060 0.2826  0.5642  0.0020  0.0047  0.0041  3.1199   3.1199   1.9282   4.0607   4.1988   -0.0507 
184     15.8602 0.2793  0.5584  0.0020  0.0047  0.0037  3.2755   3.2755   2.0157   4.0752   4.1901   -0.2694 
185     15.7709 0.2868  0.5627  0.0020  0.0046  0.0035  3.3788   3.3788   2.0720   4.0844   4.1843   -0.4102 
186     15.7676 0.2792  0.5570  0.0020  0.0046  0.0035  3.3788   3.3788   2.0720   4.0844   4.1843   -0.4102 
187     15.6058 0.2665  0.5448  0.0020  0.0046  0.0031  3.5624   3.5624   2.1671   4.0997   4.1733   -0.6479 
188     15.4597 0.2737  0.5460  0.0019  0.0045  0.0028  3.7460   3.7459   2.2578   4.1140   4.1616   -0.8745 
189     15.5311 0.2670  0.5435  0.0019  0.0046  0.0029  3.6542   3.6542   2.2127   4.1069   4.1675   -0.7616 
190     15.3824 0.2601  0.5361  0.0019  0.0045  0.0026  3.8378   3.8377   2.3016   4.1208   4.1554   -0.9840 
191     14.9125 0.2500  0.5186  0.0019  0.0044  0.0018  4.4725   4.4725   2.5826   4.1627   4.1084   -1.6864 
192     14.6720 0.2437  0.5089  0.0019  0.0044  0.0014  4.8182   4.8182   2.7229   4.1823   4.0790   -2.0375 
193     14.6239 0.2442  0.5075  0.0019  0.0044  0.0013  4.8900   4.8900   2.7508   4.1861   4.0726   -2.1073 
194     14.2184 0.2380  0.4950  0.0019  0.0043  0.0008  5.4948   5.4947   2.9766   4.2141   4.0096   -2.6712 
195     13.3214 0.2308  0.4829  0.0019  0.0043  0.0000  6.7469   6.7469   3.4131   4.2484   3.7993   -3.7631 
196     12.7360 0.2295  0.4861  0.0019  0.0042  -0.0003 7.3707   7.3708   3.6305   4.2418   3.5945   -4.3062 
197     12.1003 0.2388  0.4935  0.0019  0.0042  -0.0006 7.9000   7.9000   3.8593   4.2309   3.3519   -4.8784 
