_r _x _y _p DR2Name RA_ICRS e_RA_ICRS DE_ICRS e_DE_ICRS SolID Source RandomI Epoch Plx e_Plx RPlx pmRA e_pmRA pmDE e_pmDE RADEcor RAPlxcor RApmRAcor RApmDEcor DEPlxcor DEpmRAcor DEpmDEcor PlxpmRAcor PlxpmDEcor pmRApmDEcor NAL NAC NgAL NbAL gofAL chi2AL epsi sepsi Solved APF WAL pscol e_pscol fvarpi MatchObsA Nper amax type MatchObs Dup o_Gmag FG e_FG RFG Gmag e_Gmag o_BPmag FBP e_FBP RFBP BPmag e_BPmag o_RPmag FRP e_FRP RFRP RPmag e_RPmag E_BR_RP_ Mode BP-RP BP-G G-RP RV e_RV o_RV Tefftemp loggtemp __Fe_H_temp Var GLON GLAT ELON ELAT fPriam Teff b_Teff B_Teff AG b_AG B_AG E_BP-RP_ b_E_BP-RP_ B_E_BP-RP_ fFLAME Rad b_Rad B_Rad Lum b_Lum B_Lum RAJ2000 e_RAJ2000 DEJ2000 e_DEJ2000 e_BP-RP e_BP-G d_arcsec
0.575989 -0.28603 -0.49995 209.8 "Gaia DR2 2945903401017829760" 101.17050854164 0.019 -17.24973870254 0.025 1635721458409799680 2945903401017829760 448959029 2015.5 0.4118 0.0251 16.4067 -1.960 0.040 2.622 0.045 -0.124 0.0829 -0.1201 0.2089 -0.3828 0.1156 -0.4028 0.1776 0.1217 -0.0386 182 0 179 3 -0.2575 168.59 0.0 0.0 31 0 46.6658 1.4365 0.0049 -0.046 21 12 0.053174 0 21 0 178 37100.0 12.03 3084.336 14.265023757793704 0.0018340986950146814 20 1.271e+04 21.55 589.629 15.0914 0.0018 19 3.612e+04 45.73 789.891 13.3674 0.0014 1.316 0 1.7239975119134066 0.8263541147081899 0.8976 "" "" 0 "" "" "" NOT_AVAILABLE 227.66803295031 -9.22243355268 104.00723758094 -40.14739484754 100001 4292.02 3957.00 4957.10 "" "" "" "" "" "" 200111 6.31 4.73 7.43 12.178 10.292 14.065 101.170517377 0.6157 -17.2497499912 0.6989 0.0032939357154711498 0.0029520476409027603 18.9367
0.606363 -0.417907 -0.439352 223.6 "Gaia DR2 2945907627261237248" 101.03256441614 0.2991 -17.1888942704 0.3358 1635721458409799680 2945907627261237248 583582756 2015.5 0.0332 0.3832 0.0867 -0.752 0.642 -0.377 0.827 0.1255 0.2842 0.0704 0.2673 -0.1342 0.1776 -0.0096 0.0674 0.3100 0.0891 148 0 145 3 1.4168 164.33 0.718 0.83 31 0 0.1562 1.4206 0.0759 -0.035 17 11 0.74155 0 17 0 144 335.2 1.913 175.261 19.37504277177554 0.00645133584746867 7 355.8 94.48 3.766 18.9735 0.2883 8 728.1 68.69 10.599 17.6065 0.1024 3.233 0 1.3669946487798725 -0.40156604770328386 1.7685 "" "" 0 "" "" "" NOT_AVAILABLE 227.55464292808 -9.31484199357 103.82781915917 -40.10005424473 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 101.032567806 9.961 -17.1888926452 12.8304 0.30598980221016503 0.28839976175920445 2.7842
0.544029 -0.351789 -0.414985 220.3 "Gaia DR2 2945907902142017280" 101.10182137262 1.2841 -17.16466266844 1.5988 1635721458409799680 2945907902142017280 609032799 2015.5 -0.6982 1.5940 -0.4380 4.606 3.132 3.832 4.332 0.2678 0.1866 -0.2646 -0.3227 -0.1433 -0.3149 -0.4768 -0.1555 0.0547 0.3731 75 0 74 1 2.0217 94.75 2.654 0.94 31 0 0.0174 "" "" -0.088 9 8 4.1335 0 9 0 73 81.02 1.483 54.62 20.916865773028952 0.019959158162279892 0 "" "" "" "" "" 0 "" "" "" "" "" "" 1 "" "" "" "" "" 0 "" "" "" NOT_AVAILABLE 227.56154911064 -9.24470701568 103.91071004624 -40.06933996729 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 101.101800619 48.5588 -17.1646791684 67.1577 "" "" 2.2494
0.528496 -0.351942 -0.394266 221.8 "Gaia DR2 2945908005222755584" 101.10170195734 0.5365 -17.143943094 0.5917 1635721458409799680 2945908005222755584 1025114319 2015.5 0.0500 0.6751 0.0740 -0.078 1.244 -1.884 1.516 0.2751 0.2335 0.0605 0.2008 -0.0353 0.1420 0.0162 -0.0844 0.3221 0.1506 138 0 138 0 0.5083 140.77 0.0 0.0 31 0 0.0527 1.4293 0.1344 0.015 16 10 1.3689 0 16 0 137 159.2 1.301 122.401 20.183269540266153 0.009051312222585864 3 392.4 142.7 2.750 18.8670 0.3948 3 335.5 38.35 8.749 18.4477 0.1241 4.571 0 0.41935822342937 -1.3162750209542118 1.7355 "" "" 0 "" "" "" NOT_AVAILABLE 227.5425797039 -9.23583269432 103.90785268804 -40.04873581847 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 101.101702309 19.2952 -17.143934981 23.5052 0.4138304944755696 0.39488671200408204 2.3091
0.559415 -0.386779 -0.404162 223.7 "Gaia DR2 2945908073937785856" 101.06522391316 0.3818 -17.15377128553 0.4033 1635721458409799680 2945908073937785856 260504429 2015.5 -0.8056 0.4710 -1.7104 -0.481 0.782 -1.766 1.041 0.1865 0.2722 0.2284 0.3200 -0.0761 0.2283 0.0235 0.1501 0.4028 0.0687 139 0 139 0 3.0626 189.81 0.992 0.94 31 0 0.1096 1.6660 0.0946 -0.028 16 10 0.93862 0 18 0 134 270.7 1.554 174.155 19.607339791606286 0.00648883479218177 0 "" "" "" "" "" 0 "" "" "" "" "" "" 2 "" "" "" "" "" 0 "" "" "" NOT_AVAILABLE 227.53625512043 -9.27150606038 103.86382467365 -40.0619970991 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 101.065226082 12.1291 -17.1537636801 16.146 "" "" 2.0077
0.503722 -0.186757 -0.467822 201.8 "Gaia DR2 2945908554974052608" 101.27448894567 1.2365 -17.21773542976 1.8883 1635721458409799680 2945908554974052608 1345075032 2015.5 -2.4055 2.2094 -1.0887 -0.177 2.329 0.259 2.806 -0.3498 0.5073 0.1885 0.4042 -0.5572 0.0547 -0.1008 0.3636 0.3407 -0.0073 96 0 96 0 2.1695 122.7 3.147 1.2 31 0 0.0153 0.9719 0.3100 -0.284 11 9 2.7157 0 11 0 98 103.3 1.496 69.035 20.65304412179544 0.01582908890975484 4 210.1 40.46 5.193 19.5452 0.2091 4 296.3 41.24 7.184 18.5827 0.1511 4.902 0 0.9625873803784444 -1.1078125768925489 2.0704 "" "" 0 "" "" "" NOT_AVAILABLE 227.68243132566 -9.11906500578 104.13221611607 -40.10550105692 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 101.274489746 36.123 -17.2177365444 43.535 0.2579771526410473 0.20966361525895671 3.2920
0.542127 -0.225937 -0.492803 204.6 "Gaia DR2 2945908589336772992" 101.23343979448 1.1761 -17.24267278433 1.6498 1635721458409799680 2945908589336772992 1125343065 2015.5 "" "" "" "" "" "" "" 0.6072 "" "" "" "" "" "" "" "" "" 88 0 88 0 -1.6163 63.31 0.0 0.0 3 0 0.0264 "" "" 0.009 10 7 5.8283 0 10 0 88 106.7 1.494 71.429 20.617582025560356 0.01530590693715942 6 239.3 32.38 7.389 19.4042 0.1469 6 137.5 11.06 12.433 19.4158 0.0873 3.530 0 -0.011648146347226884 -1.2134026689235462 1.2017 "" "" 0 "" "" "" NOT_AVAILABLE 227.68797055915 -9.16520770736 104.08452033037 -40.13428973974 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 101.233439794 1.1761 -17.2426727843 1.6498 0.17094911365949125 0.14774154485526478 3.3722
0.503177 -0.167901 -0.474338 199.5 "Gaia DR2 2945908864212694784" 101.29422305665 0.6177 -17.22426885547 0.7532 1635721458409799680 2945908864212694784 1608791514 2015.5 0.4931 0.8728 0.5650 4.805 1.833 -1.957 2.283 0.3332 -0.0027 -0.2423 -0.1302 0.1064 -0.1461 -0.3184 -0.4193 0.4238 -0.0609 123 0 122 1 -0.528 108.47 0.0 0.0 31 0 0.045 1.2989 0.1515 -0.045 14 10 2.0427 0 15 0 123 168.5 1.803 93.473 20.12170695590286 0.01175427127339552 3 67.62 19.61 3.449 20.7762 0.3148 3 234.9 32.83 7.156 18.8347 0.1517 1.795 0 1.9415337241644544 0.6544729891661802 1.2870 "" "" 0 "" "" "" NOT_AVAILABLE 227.69667419946 -9.10491527943 104.15760263088 -40.11008227148 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 101.294201399 28.4106 -17.2242604306 35.3939 0.34950074439190143 0.3150637732771555 2.0170
0.484357 -0.238128 -0.421778 209.4 "Gaia DR2 2945909860644102784" 101.2207701766 0.4157 -17.17163312344 0.5397 1635721458409799680 2945909860644102784 634879176 2015.5 -0.2570 0.5581 -0.4605 -2.026 0.926 3.136 1.240 0.0823 -0.0785 0.1375 0.2771 -0.3375 0.3049 -0.0227 -0.0607 0.2535 -0.1119 159 0 157 2 6.7338 301.18 2.255 6.1 31 0 0.0698 1.5965 0.1063 -0.059 18 10 1.1071 0 18 0 156 284.9 1.918 148.529 19.551630754235635 0.007528240874828813 0 "" "" "" "" "" 0 "" "" "" "" "" "" 2 "" "" "" "" "" 0 "" "" "" NOT_AVAILABLE 227.61781490612 -9.14531070976 104.05937683036 -40.06484047958 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 101.220779308 14.3616 -17.1716466254 19.2343 "" "" 2.0177
0.493781 -0.273647 -0.411019 213.7 "Gaia DR2 2945912849945852160" 101.18361054676 0.8451 -17.16082597682 0.9872 1635721458409799680 2945912849945852160 921475070 2015.5 -0.5822 1.0878 -0.5352 1.662 1.959 4.850 2.455 0.2872 0.0793 0.1026 0.1852 -0.1590 0.1865 -0.1559 0.0090 0.3879 0.1881 103 0 102 1 0.4203 102.28 1.541 0.55 31 0 0.0281 1.8118 0.2285 0.022 12 7 2.2358 0 12 0 105 108.9 1.499 72.652 20.595730568385623 0.01505171740076709 0 "" "" "" "" "" 0 "" "" "" "" "" "" 0 "" "" "" "" "" 0 "" "" "" NOT_AVAILABLE 227.59235724183 -9.1726177533 104.01179901577 -40.05767337608 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 101.183603057 30.3809 -17.1608468583 38.0584 "" "" 3.5507
0.474007 -0.307648 -0.360605 220.5 "Gaia DR2 2945913983812702208" 101.14811308034 0.4632 -17.11035982987 0.5407 1635721458409799680 2945913983812702208 841658934 2015.5 -0.3255 0.6108 -0.5329 0.727 1.039 0.102 1.379 0.1447 0.1051 0.1690 0.2292 -0.1307 0.2264 -0.0327 0.0013 0.4025 -0.0567 155 0 155 0 0.9223 165.84 0.747 0.29 31 0 0.0575 1.3251 0.1199 -0.05 18 11 1.2302 0 18 0 153 181.0 1.413 128.122 20.044203562827043 0.008663202233216292 0 "" "" "" "" "" 0 "" "" "" "" "" "" 1 "" "" "" "" "" 0 "" "" "" NOT_AVAILABLE 227.53139371054 -9.18130657085 103.96108875404 -40.01087598733 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 101.148109804 16.1099 -17.1103602671 21.3889 "" "" 2.7124
0.516907 -0.351973 -0.37856 222.9 "Gaia DR2 2945914086894981760" 101.10169988503 0.644 -17.12823709316 0.6619 1635721458409799680 2945914086894981760 1272153729 2015.5 -1.2177 0.7375 -1.6510 0.361 1.529 1.351 1.758 0.087 0.1517 -0.1962 0.2137 -0.0207 0.1683 -0.1768 -0.0670 0.2876 -0.0331 129 0 126 3 2.103 155.96 0.0 1.8e-15 31 0 0.0414 1.3106 0.1658 0.008 15 10 1.5658 0 15 0 125 141.8 1.589 89.26 20.30928604513139 0.01229616919798988 6 151.7 45.47 3.336 19.8991 0.3255 6 290.5 21.32 13.625 18.6042 0.0797 3.118 0 1.2950040125600566 -0.4101352489392802 1.7051 "" "" 0 "" "" "" NOT_AVAILABLE 227.52823811456 -9.22902889293 103.90579770078 -40.03310881317 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 101.101698257 23.7061 -17.1282429086 27.2529 0.3351266746408528 0.3257412868326589 4.3858
0.42101 -0.27685 -0.317181 221.1 "Gaia DR2 2945914602287939840" 101.18040344149 0.0704 -17.06698372868 0.0818 1635721458409799680 2945914602287939840 1587378640 2015.5 1.1203 0.1057 10.6034 -0.649 0.248 -0.926 0.333 -0.1712 0.0553 -0.1655 0.2697 0.2543 0.1595 0.0465 -0.4274 0.6457 -0.7386 98 0 97 1 1.6127 114.88 0.051 0.07 31 0 4.8864 1.4897 0.0141 -0.145 12 8 0.35453 0 12 0 93 4937.0 34.35 143.718 16.454720168876904 0.007766173482545028 3 1.042e+04 2291 4.548 15.3068 0.2387 3 8860 1251 7.085 14.8934 0.1533 3.905 0 0.4134946767121672 -1.147885263952963 1.5613 "" "" 0 "" "" "" NOT_AVAILABLE 227.50536064869 -9.13468503333 103.99547766667 -39.96461698708 102011 5095.63 4284.45 6938.00 "" "" "" "" "" "" "" "" "" "" "" "" "" 101.180406365 3.8519 -17.0669797434 5.1695 0.28370658589652054 0.23886938640079916 3.2266
0.371579 -0.199629 -0.313399 212.5 "Gaia DR2 2945915358202116352" 101.26118592815 0.7554 -17.0632998623 0.8734 1635721458409799680 2945915358202116352 1254359492 2015.5 0.9234 1.1199 0.8245 0.333 2.167 -1.192 2.442 0.03 -0.0279 0.1760 -0.0438 -0.2051 0.0706 -0.0997 -0.3254 0.4720 -0.3141 110 0 110 0 0.8138 116.52 1.302 0.43 31 0 0.0289 1.3468 0.2235 -0.12 13 10 2.3763 0 13 0 110 124.0 1.981 62.564 20.455196089100774 0.01744683823286588 10 250.4 39.4 6.355 19.3549 0.1708 9 223.7 7.131 31.367 18.8879 0.0346 3.824 0 0.46706363331956524 -1.100251791263112 1.5673 "" "" 0 "" "" "" NOT_AVAILABLE 227.53593454474 -9.06350915667 104.09522777687 -39.9531534979 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 101.261184427 33.5964 -17.0632947295 37.8565 0.1743248671569209 0.1717317551112709 3.8810
0.398051 -0.259049 -0.302222 220.6 "Gaia DR2 2945916079756656896" 101.19904615521 0.7288 -17.0520499409 0.8375 1635721458409799680 2945916079756656896 1652298090 2015.5 -2.6179 0.9849 -2.6579 -0.575 2.044 2.196 2.210 0.2009 -0.0043 0.2199 0.1681 -0.2036 0.2357 0.0181 -0.2890 0.2764 0.0607 124 0 124 0 0.4181 124.88 0.0 0.0 31 0 0.0297 1.4089 0.1911 -0.093 15 9 1.9673 0 15 0 124 124.7 1.741 71.627 20.448559733921343 0.015265190116022257 0 "" "" "" "" "" 0 "" "" "" "" "" "" 0 "" "" "" "" "" 0 "" "" "" NOT_AVAILABLE 227.49956322402 -9.11214856462 104.01664823508 -39.94796434649 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 101.199048746 31.6846 -17.0520593941 34.2577 "" "" 2.6589
0.397805 -0.261807 -0.29951 221.2 "Gaia DR2 2945916075471696768" 101.19616600685 0.506 -17.04933465595 0.629 1635721458409799680 2945916075471696768 986509351 2015.5 -0.3963 0.7523 -0.5267 0.488 1.248 1.656 1.560 0.0951 0.0333 0.0264 0.0132 -0.3093 0.0614 -0.2276 -0.1250 0.4551 -0.1314 115 0 115 0 0.9511 124.0 0.0 0.0 31 0 0.0595 1.5218 0.1586 -0.049 13 9 1.4202 0 14 0 113 189.0 1.947 97.058 19.997360412912712 0.011330456175152924 10 446.4 61.28 7.285 18.7270 0.1490 12 366.8 38.81 9.451 18.3508 0.1149 4.303 0 0.37621949938665367 -1.2703438236147981 1.6465 "" "" 0 "" "" "" NOT_AVAILABLE 227.49587562164 -9.11345145281 104.01271793799 -39.94554032422 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 101.196163811 19.3447 -17.0493417854 24.1879 0.1881862953465565 0.14946728033522236 3.5635
0.353318 -0.211219 -0.283231 216.7 "Gaia DR2 2945916560797543296" 101.24909737279 0.2783 -17.03311870613 0.2939 1635721458409799680 2945916560797543296 299020254 2015.5 0.4882 0.4277 1.1413 -3.785 0.466 1.907 0.450 -0.4333 0.6856 0.2378 0.2655 -0.6114 -0.1094 -0.2322 0.3528 0.2549 0.1005 95 0 94 1 5.7436 188.62 0.842 4.0 31 0 0.4746 1.5548 0.0557 0.025 11 9 0.50271 0 13 0 87 1072.0 5.945 180.394 18.1124067478581 0.006282266161097964 8 914.4 56.92 16.065 17.9485 0.0676 9 1613 87.15 18.507 16.7429 0.0587 2.356 0 1.2056424657603166 -0.1638829033120821 1.3695 "" "" 0 "" "" "" NOT_AVAILABLE 227.50332115568 -9.06082057255 104.07624584795 -39.92429774001 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 101.249114417 7.2234 -17.0331269169 6.9884 0.08952453124473556 0.06788781225520323 4.1550
